1777.421, 500, 5, 500, 5, 500, 5
1777.569, 500.4474, 5, 500, 5, 500, 5
1777.716, 507.64212, 5, 500, 5, 500, 5
1777.865, 508.9218, 5, 500, 5, 500, 5
1778.012, 514.45496, 5, 500, 5, 500, 5
1778.161, 513.1374, 5, 500, 5, 500, 5
1778.309, 516.9507, 5, 500, 5, 500, 5
1778.457, 518.6637, 5, 500, 5, 500, 5
1778.604, 524.3141, 5, 500, 5, 500, 5
1778.900, 530.61676, 5, 500, 5, 500, 5
1779.048, 537.68066, 5, 500, 5, 500, 5
1779.196, 535.6166, 5, 500, 5, 500, 5
1779.344, 537.0579, 5, 500, 5, 500, 5
1779.492, 532.62994, 5, 500, 5, 500, 5
1779.639, 538.8549, 5, 500, 5, 500, 5
1779.787, 550.0419, 5, 500, 5, 500, 5
1779.934, 553.17444, 5, 500, 5, 500, 5
1780.156, 561.0712, 5, 500, 5, 500, 5
1780.305, 558.1517, 5, 500, 5, 500, 5
1780.453, 559.2948, 5, 500, 5, 500, 5
1780.601, 551.01355, 5, 500, 5, 500, 5
1780.896, 568.7584, 5, 500, 5, 500, 5
1781.044, 575.8511, 5, 500, 5, 500, 5
1781.192, 581.31, 5, 500, 5, 500, 5
1781.340, 581.4782, 5, 500, 5, 500, 5
1781.488, 582.62665, 5, 500, 5, 500, 5
1781.635, 574.6705, 5, 500, 5, 500, 5
1781.784, 570.46484, 5, 500, 5, 500, 5
1781.932, 567.1325, 5, 500, 5, 500, 5
1782.079, 578.51526, 5, 500, 5, 500, 5
1782.227, 586.41705, 5, 500, 5, 500, 5
1782.523, 591.594, 5, 500, 5, 500, 5
1782.671, 586.946, 5, 500, 5, 500, 5
1782.819, 580.5431, 5, 500, 5, 500, 5
1782.967, 570.3347, 5, 500, 5, 500, 5
1783.115, 570.3569, 5, 500, 5, 500, 5
1783.262, 580.6328, 5, 500, 5, 500, 5
1783.410, 587.25946, 5, 500, 5, 500, 5
1783.558, 590.4836, 5, 500, 5, 500, 5
1783.706, 590.3472, 5, 500, 5, 500, 5
1783.854, 585.9472, 5, 500, 5, 500, 5
1784.002, 578.4008, 5, 500, 5, 500, 5
1784.150, 567.5387, 5, 500, 5, 500, 5
1784.298, 572.971, 5, 500, 5, 500, 5
1784.445, 582.3749, 5, 500, 5, 500, 5
1784.593, 588.96405, 5, 500, 5, 500, 5
1784.741, 591.71515, 5, 500, 5, 500, 5
1784.889, 589.6176, 5, 500, 5, 500, 5
1785.037, 584.5595, 5, 500, 5, 500, 5
1785.185, 576.2863, 5, 500, 5, 500, 5
1785.407, 570.3656, 5, 500, 5, 500, 5
1785.554, 580.25726, 5, 500, 5, 500, 5
1785.702, 587.5465, 5, 500, 5, 500, 5
1785.850, 590.57666, 5, 500, 5, 500, 5
1786.146, 586.2648, 5, 500, 5, 500, 5
1786.294, 578.6432, 5, 500, 5, 500, 5
1786.442, 567.9888, 5, 500, 5, 500, 5
1786.590, 572.04535, 5, 500, 5, 500, 5
1786.737, 581.7367, 5, 500, 5, 500, 5
1786.885, 588.73553, 5, 500, 5, 500, 5
1787.033, 591.5497, 5, 500, 5, 500, 5
1787.181, 590.6586, 5, 500, 5, 500, 5
1787.329, 584.7632, 5, 500, 5, 500, 5
1787.477, 576.7044, 5, 500, 5, 500, 5
1787.773, 575.0152, 5, 500, 5, 500, 5
1787.920, 584.1974, 5, 500, 5, 500, 5
1788.068, 589.06836, 5, 500, 5, 500, 5
1788.216, 590.8642, 5, 500, 5, 500, 5
1788.364, 588.9353, 5, 500, 5, 500, 5
1788.512, 583.18475, 5, 500, 5, 500, 5
1788.660, 574.1357, 5, 500, 5, 500, 5
1788.808, 565.9359, 5, 500, 5, 500, 5
1788.955, 577.0079, 5, 500, 5, 500, 5
1789.103, 585.60046, 5, 500, 5, 500, 5
1789.251, 590.4633, 5, 500, 5, 500, 5
1789.399, 591.60126, 5, 500, 5, 500, 5
1789.547, 587.97046, 5, 500, 5, 500, 5
1789.695, 581.72485, 5, 500, 5, 500, 5
1789.843, 571.73456, 5, 500, 5, 500, 5
1789.991, 569.5652, 5, 500, 5, 500, 5
1790.138, 579.5278, 5, 500, 5, 500, 5
1790.286, 587.1685, 5, 500, 5, 500, 5
1790.508, 591.1348, 5, 500, 5, 500, 5
1790.656, 588.94403, 5, 500, 5, 500, 5
1790.804, 583.5315, 5, 500, 5, 500, 5
1790.952, 574.5107, 5, 500, 5, 500, 5
1791.100, 565.1561, 5, 500, 5, 500, 5
1791.395, 585.0929, 5, 500, 5, 500, 5
1791.543, 590.351, 5, 500, 5, 500, 5
1791.691, 591.6273, 5, 500, 5, 500, 5
1791.839, 587.9381, 5, 500, 5, 500, 5
1791.987, 581.8031, 5, 500, 5, 500, 5
1792.135, 572.14233, 5, 500, 5, 500, 5
1792.283, 568.5566, 5, 500, 5, 500, 5
1792.430, 579.16486, 5, 500, 5, 500, 5
1792.578, 586.4999, 5, 500, 5, 500, 5
1792.726, 590.26135, 5, 500, 5, 500, 5
1793.022, 586.8608, 5, 500, 5, 500, 5
1793.170, 579.8053, 5, 500, 5, 500, 5
1793.318, 569.3957, 5, 500, 5, 500, 5
1793.466, 571.1989, 5, 500, 5, 500, 5
1793.613, 580.8281, 5, 500, 5, 500, 5
1793.761, 588.14813, 5, 500, 5, 500, 5
1793.909, 591.42346, 5, 500, 5, 500, 5
1794.057, 590.26154, 5, 500, 5, 500, 5
1794.205, 585.5375, 5, 500, 5, 500, 5
1794.353, 572.5407, 5, 500, 5, 500, 5
1794.501, 562.07886, 5, 500, 5, 500, 5
1794.649, 564.42847, 5, 500, 5, 500, 5
1794.796, 573.1855, 5, 500, 5, 500, 5
1794.944, 573.04095, 5, 500, 5, 500, 5
1795.092, 571.9587, 5, 500, 5, 500, 5
1795.240, 568.1803, 5, 500, 5, 500, 5
1795.388, 561.45465, 5, 500, 5, 500, 5
1795.536, 552.65326, 5, 500, 5, 500, 5
1795.758, 546.0439, 5, 500, 5, 500, 5
1795.905, 547.27734, 5, 500, 5, 500, 5
1796.053, 547.55493, 5, 500, 5, 500, 5
1796.201, 547.96423, 5, 500, 5, 500, 5
1796.349, 544.736, 5, 500, 5, 500, 5
1796.645, 535.8722, 5, 500, 5, 500, 5
1796.793, 528.39294, 5, 500, 5, 500, 5
1796.941, 523.6582, 5, 500, 5, 500, 5
1797.088, 521.95557, 5, 500, 5, 500, 5
1797.236, 523.1523, 5, 500, 5, 500, 5
1797.384, 520.75244, 5, 500, 5, 500, 5
1797.532, 518.2944, 5, 500, 5, 500, 5
1797.680, 518.93353, 5, 500, 5, 500, 5
1797.828, 516.14606, 5, 500, 5, 500, 5
1797.976, 511.88675, 5, 500, 5, 500, 5
1798.271, 504.53772, 5, 500, 5, 500, 5
1798.419, 503.63644, 5, 500, 5, 500, 5
1798.567, 501.49246, 5, 500, 5, 500, 5
1798.715, 504.22424, 5, 500, 5, 500, 5
1798.863, 521.8352, 5, 500, 5, 500, 5
1799.011, 546.7049, 5, 500, 5, 500, 5
1799.159, 583.74066, 5, 500, 5, 500, 5
1799.307, 601.0018, 5, 500, 5, 500, 5
1799.454, 616.473, 5, 500, 5, 500, 5
1799.602, 646.08026, 5, 500, 5, 500, 5
1799.750, 716.934, 5, 500, 5, 500, 5
1799.898, 686.7119, 5, 500, 5, 500, 5
1800.046, 694.7239, 5, 500, 5, 500, 5
1800.194, 721.3546, 5, 500, 5, 500, 5
1800.342, 719.9757, 5, 500, 5, 500, 5
1800.489, 719.3481, 5, 500, 5, 500, 5
1800.637, 724.51984, 5, 500, 5, 500, 5
1800.785, 714.66846, 5, 500, 5, 500, 5
1801.007, 691.047, 5, 500, 5, 500, 5
1801.155, 682.86774, 5, 500, 5, 500, 5
1801.303, 724.12384, 5, 500, 5, 500, 5
1801.451, 756.3052, 5, 500, 5, 500, 5
1801.599, 778.35254, 5, 500, 5, 500, 5
1801.894, 797.2297, 5, 500, 5, 500, 5
1802.042, 789.8236, 5, 500, 5, 500, 5
1802.190, 821.72296, 5, 500, 5, 500, 5
1802.338, 843.85095, 5, 500, 5, 500, 5
1802.486, 835.84094, 5, 500, 5, 500, 5
1802.634, 864.8878, 5, 500, 5, 500, 5
1802.782, 888.0488, 5, 500, 5, 500, 5
1802.929, 851.62836, 5, 500, 5, 500, 5
1803.077, 815.73987, 5, 500, 5, 500, 5
1803.225, 828.7785, 5, 500, 5, 500, 5
1803.521, 841.9201, 5, 500, 5, 500, 5
1803.669, 823.5675, 5, 500, 5, 500, 5
1803.817, 767.3952, 5, 500, 5, 500, 5
1803.964, 742.5642, 5, 500, 5, 500, 5
1804.112, 747.56793, 5, 500, 5, 500, 5
1804.260, 772.29675, 5, 500, 5, 500, 5
1804.408, 794.76587, 5, 500, 5, 500, 5
1804.556, 806.914, 5, 500, 5, 500, 5
1804.704, 827.66425, 5, 500, 5, 500, 5
1804.852, 838.9611, 5, 500, 5, 500, 5
1805.000, 847.956, 5, 500, 5, 500, 5
1805.147, 851.13354, 5, 500, 5, 500, 5
1805.295, 850.9147, 5, 500, 5, 500, 5
1805.443, 845.2879, 5, 500, 5, 500, 5
1805.591, 835.63983, 5, 500, 5, 500, 5
1805.739, 820.34296, 5, 500, 5, 500, 5
1805.887, 848.86743, 5, 500, 5, 500, 5
1806.035, 774.40936, 5, 500, 5, 500, 5
1806.256, 824.60846, 5, 500, 5, 500, 5
1806.404, 883.11676, 5, 500, 5, 500, 5
1806.552, 845.7022, 5, 500, 5, 500, 5
1806.700, 765.2966, 5, 500, 5, 500, 5
1806.848, 782.1734, 5, 500, 5, 500, 5
1807.144, 810.5457, 5, 500, 5, 500, 5
1807.292, 836.0579, 5, 500, 5, 500, 5
1807.439, 803.51025, 5, 500, 5, 500, 5
1807.587, 807.79736, 5, 500, 5, 500, 5
1807.735, 803.3035, 5, 500, 5, 500, 5
1807.883, 778.85895, 5, 500, 5, 500, 5
1808.031, 759.87964, 5, 500, 5, 500, 5
1808.179, 739.07806, 5, 500, 5, 500, 5
1808.327, 726.1794, 5, 500, 5, 500, 5
1808.475, 747.16895, 5, 500, 5, 500, 5
1808.770, 782.1639, 5, 500, 5, 500, 5
1808.918, 798.0893, 5, 500, 5, 500, 5
1809.066, 812.75336, 5, 500, 5, 500, 5
1809.214, 826.38684, 5, 500, 5, 500, 5
1809.362, 849.34204, 5, 500, 5, 500, 5
1809.510, 861.467, 5, 500, 5, 500, 5
1809.658, 862.0025, 5, 500, 5, 500, 5
1809.805, 887.2834, 5, 500, 5, 500, 5
1809.953, 893.5362, 5, 500, 5, 500, 5
1810.101, 883.19946, 5, 500, 5, 500, 5
1810.249, 892.77747, 5, 500, 5, 500, 5
1810.397, 879.09894, 5, 500, 5, 500, 5
1810.545, 868.56134, 5, 500, 5, 500, 5
1810.693, 859.46295, 5, 500, 5, 500, 5
1810.841, 864.2957, 5, 500, 5, 500, 5
1810.988, 930.57837, 5, 500, 5, 500, 5
1811.136, 936.02716, 5, 500, 5, 500, 5
1811.358, 995.8699, 5, 500, 5, 500, 5
1811.506, 782.21875, 5, 500, 5, 500, 5
1811.654, 822.8556, 5, 500, 5, 500, 5
1811.802, 868.7979, 5, 500, 5, 500, 5
1811.950, 860.6548, 5, 500, 5, 500, 5
1812.097, 844.8365, 5, 500, 5, 500, 5
1812.393, 759.18567, 5, 500, 5, 500, 5
1812.541, 913.279, 5, 500, 5, 500, 5
1812.689, 832.3885, 5, 500, 5, 500, 5
1812.837, 805.1354, 5, 500, 5, 500, 5
1812.985, 782.1975, 5, 500, 5, 500, 5
1813.133, 759.3787, 5, 500, 5, 500, 5
1813.280, 736.3496, 5, 500, 5, 500, 5
1813.428, 654.0142, 5, 500, 5, 500, 5
1813.577, 656.08154, 5, 500, 5, 500, 5
1813.724, 652.8254, 5, 500, 5, 500, 5
1813.872, 663.0162, 5, 500, 5, 500, 5
1814.020, 680.5813, 5, 500, 5, 500, 5
1814.168, 701.27606, 5, 500, 5, 500, 5
1814.316, 735.47125, 5, 500, 5, 500, 5
1814.464, 764.2051, 5, 500, 5, 500, 5
1814.612, 799.0159, 5, 500, 5, 500, 5
1814.759, 838.1036, 5, 500, 5, 500, 5
1814.907, 843.8397, 5, 500, 5, 500, 5
1815.055, 849.37866, 5, 500, 5, 500, 5
1815.203, 842.37463, 5, 500, 5, 500, 5
1815.351, 824.18896, 5, 500, 5, 500, 5
1815.498, 838.6315, 5, 500, 5, 500, 5
1815.646, 891.345, 5, 500, 5, 500, 5
1815.794, 877.54785, 5, 500, 5, 500, 5
1815.942, 882.1024, 5, 500, 5, 500, 5
1816.090, 880.228, 5, 500, 5, 500, 5
1816.238, 882.9065, 5, 500, 5, 500, 5
1816.386, 915.8916, 5, 500, 5, 500, 5
1816.609, 962.34845, 5, 500, 5, 500, 5
1816.755, 981.324, 5, 500, 5, 500, 5
1816.903, 992.0107, 5, 500, 5, 500, 5
1817.052, 993.4468, 5, 500, 5, 500, 5
1817.199, 999, 5, 500, 5, 500, 5
1817.347, 988.543, 5, 500, 5, 500, 5
1817.644, 745.958, 5, 500, 5, 500, 5
1817.790, 741.7071, 5, 500, 5, 500, 5
1817.938, 713.8038, 5, 500, 5, 500, 5
1818.086, 683.4885, 5, 500, 5, 500, 5
1818.234, 666.353, 5, 500, 5, 500, 5
1818.382, 659.335, 5, 500, 5, 500, 5
1818.531, 672.6247, 5, 500, 5, 500, 5
1818.678, 697.0203, 5, 500, 5, 500, 5
1818.827, 735.49817, 5, 500, 5, 500, 5
1818.974, 791.76117, 5, 500, 5, 500, 5
1819.121, 839.7989, 5, 500, 5, 500, 5
1819.269, 851.778, 5, 500, 5, 500, 5
1819.418, 814.1093, 5, 500, 5, 500, 5
1819.566, 750.95966, 5, 500, 5, 500, 5
1819.714, 724.17017, 5, 500, 5, 500, 5
1819.862, 768.37634, 5, 500, 5, 500, 5
1820.009, 792.07275, 5, 500, 5, 500, 5
1820.156, 806, 5, 500, 5, 500, 5
1820.304, 803.3798, 5, 500, 5, 500, 5
1820.453, 833.21423, 5, 500, 5, 500, 5
1820.601, 845.2695, 5, 500, 5, 500, 5
1820.748, 845.7065, 5, 500, 5, 500, 5
1820.897, 854.05585, 5, 500, 5, 500, 5
1821.044, 872.1536, 5, 500, 5, 500, 5
1821.193, 887.5175, 5, 500, 5, 500, 5
1821.339, 896.18384, 5, 500, 5, 500, 5
1821.488, 900.3148, 5, 500, 5, 500, 5
1821.635, 910.3443, 5, 500, 5, 500, 5
1821.857, 908.33795, 5, 500, 5, 500, 5
1822.005, 899.9818, 5, 500, 5, 500, 5
1822.154, 873.62256, 5, 500, 5, 500, 5
1822.302, 869.76117, 5, 500, 5, 500, 5
1822.448, 857.9415, 5, 500, 5, 500, 5
1822.597, 817.7647, 5, 500, 5, 500, 5
1822.893, 537.77924, 5, 500, 5, 500, 5
1823.041, 529.5712, 5, 500, 5, 500, 5
1823.189, 519.2817, 5, 500, 5, 500, 5
1823.337, 515.51434, 5, 500, 5, 500, 5
1823.485, 514.3622, 5, 500, 5, 500, 5
1823.631, 516.01666, 5, 500, 5, 500, 5
1823.780, 516.7011, 5, 500, 5, 500, 5
1823.928, 518.5501, 5, 500, 5, 500, 5
1824.075, 520.3992, 5, 500, 5, 500, 5
1824.224, 522.24817, 5, 500, 5, 500, 5
1824.372, 524.0972, 5, 500, 5, 500, 5
1824.520, 525.94617, 5, 500, 5, 500, 5
1824.668, 547.7791, 5, 500, 5, 500, 5
1824.815, 607.4441, 5, 500, 5, 500, 5
1824.963, 739.7862, 5, 500, 5, 500, 5
1825.111, 864.4961, 5, 500, 5, 500, 5
1825.259, 799.7415, 5, 500, 5, 500, 5
1825.407, 525.9655, 5, 500, 5, 500, 5
1825.555, 518.46967, 5, 500, 5, 500, 5
1825.703, 521.5022, 5, 500, 5, 500, 5
1825.851, 524.5347, 5, 500, 5, 500, 5
1825.997, 527.56726, 5, 500, 5, 500, 5
1826.146, 530.5998, 5, 500, 5, 500, 5
1826.294, 533.6324, 5, 500, 5, 500, 5
1826.442, 536.6649, 5, 500, 5, 500, 5
1826.590, 555.4777, 5, 500, 5, 500, 5
1826.886, 648.16235, 5, 500, 5, 500, 5
1827.107, 756.6148, 5, 500, 5, 500, 5
1827.255, 793.13885, 5, 500, 5, 500, 5
1827.403, 878.57556, 5, 500, 5, 500, 5
1827.551, 841.94183, 5, 500, 5, 500, 5
1827.699, 941.65955, 5, 500, 5, 500, 5
1827.847, 848.18, 5, 500, 5, 500, 5
1828.143, 782.74896, 5, 500, 5, 500, 5
1828.290, 906.9208, 5, 500, 5, 500, 5
1828.438, 886.18054, 5, 500, 5, 500, 5
1828.586, 886.37506, 5, 500, 5, 500, 5
1828.734, 903.58057, 5, 500, 5, 500, 5
1828.882, 926.86926, 5, 500, 5, 500, 5
1829.030, 944.48456, 5, 500, 5, 500, 5
1829.178, 940.83966, 5, 500, 5, 500, 5
1829.325, 844.36127, 5, 500, 5, 500, 5
1829.473, 774.00006, 5, 500, 5, 500, 5
1829.621, 570.7682, 5, 500, 5, 500, 5
1829.769, 557.27423, 5, 500, 5, 500, 5
1829.917, 535.53973, 5, 500, 5, 500, 5
1830.065, 520.51965, 5, 500, 5, 500, 5
1830.213, 517.311, 5, 500, 5, 500, 5
1830.361, 512.1152, 5, 500, 5, 500, 5
1830.508, 510.50613, 5, 500, 5, 500, 5
1830.656, 510.3337, 5, 500, 5, 500, 5
1830.804, 510.16135, 5, 500, 5, 500, 5
1830.952, 509.98892, 5, 500, 5, 500, 5
1831.100, 513.8638, 5, 500, 5, 500, 5
1831.248, 519.05963, 5, 500, 5, 500, 5
1831.396, 524.2555, 5, 500, 5, 500, 5
1831.544, 529.45123, 5, 500, 5, 500, 5
1831.691, 534.64703, 5, 500, 5, 500, 5
1831.839, 567.09314, 5, 500, 5, 500, 5
1832.209, 745.14716, 5, 500, 5, 500, 5
1832.357, 808.12537, 5, 500, 5, 500, 5
1832.505, 834.439, 5, 500, 5, 500, 5
1832.653, 846.68365, 5, 500, 5, 500, 5
1832.800, 919.6696, 5, 500, 5, 500, 5
1832.948, 876.66614, 5, 500, 5, 500, 5
1833.096, 821.39526, 5, 500, 5, 500, 5
1833.244, 783.1716, 5, 500, 5, 500, 5
1833.392, 907.50037, 5, 500, 5, 500, 5
1833.540, 867.89734, 5, 500, 5, 500, 5
1833.688, 893.74756, 5, 500, 5, 500, 5
1833.836, 799.56964, 5, 500, 5, 500, 5
1833.983, 793.3247, 5, 500, 5, 500, 5
1834.131, 630.7204, 5, 500, 5, 500, 5
1834.279, 565.99133, 5, 500, 5, 500, 5
1834.427, 529.6451, 5, 500, 5, 500, 5
1834.575, 521.21954, 5, 500, 5, 500, 5
1834.723, 514.8708, 5, 500, 5, 500, 5
